Dataset,Optimizer,objfname,k,ExecutionTime,SSE,Purity,Entropy,HS,CS,VM,AMI,ARI,Fmeasure,TWCV,SC,Accuracy,DI,DB,STDev,Iter1,Iter2,Iter3,Iter4,Iter5,Iter6,Iter7,Iter8,Iter9,Iter10,Iter11,Iter12,Iter13,Iter14,Iter15,Iter16,Iter17,Iter18,Iter19,Iter20,Iter21,Iter22,Iter23,Iter24,Iter25,Iter26,Iter27,Iter28,Iter29,Iter30,Iter31,Iter32,Iter33,Iter34,Iter35,Iter36,Iter37,Iter38,Iter39,Iter40,Iter41,Iter42,Iter43,Iter44,Iter45,Iter46,Iter47,Iter48,Iter49,Iter50
balance,MVO,SSE,3,8.17,138.99,0.67,0.69,0.16,0.14,0.15,0.15,0.17,0.47,138.95,0.42,0.17,0.86,1.7,0.12,159.13,156.43,156.43,156.43,147.26,147.26,147.26,147.13,147.13,147.13,147.13,147.13,147.13,147.13,147.13,145.25,145.25,145.25,145.25,145.25,145.25,141.42,141.42,141.42,141.42,141.42,141.42,141.42,141.3,141.17,141.17,140.55,140.51,140.51,140.2,140.2,140.2,139.99,139.67,139.67,139.62,139.62,139.56,139.43,139.38,139.03,139.03,139.03,139.01,138.99
ecoli,MVO,SSE,7,4.25,27.43,0.76,0.32,0.55,0.56,0.55,0.54,0.6,0.09,23.16,0.37,0.6,0.92,1.18,0.1,132.23,115.56,92.49,92.49,92.49,92.49,89.83,89.83,89.83,89.83,89.83,89.83,86.17,67.2,67.2,67.2,67.2,59.32,59.32,59.32,56.48,56.48,56.14,56.14,52.55,52.55,52.55,50.5,49.31,45.64,43.09,40.04,38.35,37.95,34.21,34.21,32.26,32.26,31.85,31.77,31.37,29.48,29.3,28.9,28.39,28.06,27.97,27.75,27.51,27.43
ecoli,MVO,SSE,7,4.48,30.23,0.76,0.3,0.58,0.69,0.63,0.62,0.67,0.09,22.85,0.36,0.67,0.95,0.87,0.1,113.15,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,96.47,91.14,75.21,73.17,73.17,73.17,67.96,67.96,54.89,54.89,52.86,52.86,46.92,46.92,46.92,46.92,42.14,42.03,40.39,40.39,39.19,37.25,35.36,35.36,34.8,34.8,34.27,32.93,32.93,32.8,32.8,32.8,31.81,31.51,31.38,31.0,30.55,30.38,30.23
ecoli,MVO,SSE,7,4.22,32.22,0.73,0.35,0.51,0.56,0.53,0.52,0.56,0.01,24.68,0.41,0.56,0.94,0.92,0.11,108.54,90.67,90.67,90.67,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,80.04,69.63,69.63,69.63,69.63,69.63,69.63,65.7,65.7,65.7,65.7,63.33,59.12,59.12,59.12,59.12,54.66,54.57,48.68,48.68,45.22,44.47,42.49,42.0,40.87,40.65,39.4,37.51,36.45,36.45,35.57,34.71,33.88,33.45,32.93,32.69,32.4,32.22
smiley,MVO,SSE,4,6.43,11.72,0.77,0.36,0.34,0.19,0.24,0.24,0.02,0.31,11.72,0.27,0.02,0.98,0.77,0.06,23.33,23.33,21.33,21.33,21.33,18.09,18.09,16.08,16.08,16.08,16.08,15.1,14.24,14.14,14.14,14.14,14.14,14.14,14.14,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.75,12.49,12.49,12.49,12.23,12.23,12.23,12.23,12.22,12.15,12.12,11.98,11.81,11.81,11.81,11.81,11.81,11.78,11.76,11.73,11.73,11.73,11.72
smiley,MVO,SSE,4,6.31,11.81,0.77,0.37,0.32,0.18,0.23,0.22,0.02,0.21,11.77,0.28,0.02,0.98,0.79,0.06,24.67,24.67,20.72,20.72,20.19,20.19,16.99,16.7,16.7,15.58,15.58,15.58,15.58,15.58,15.58,14.51,14.51,13.82,13.82,13.82,13.82,13.82,13.82,13.7,13.7,13.7,13.26,13.26,13.26,12.83,12.83,12.74,12.74,12.74,12.27,12.27,12.27,12.27,12.21,12.21,12.2,12.16,12.16,11.9,11.9,11.85,11.83,11.83,11.81,11.81
smiley,MVO,SSE,4,6.46,11.73,0.77,0.37,0.33,0.18,0.24,0.23,0.03,0.21,11.72,0.27,0.03,0.98,0.79,0.06,22.6,22.6,22.6,19.5,19.38,19.38,19.34,19.34,18.67,18.15,16.76,15.2,15.2,15.01,14.53,14.53,14.53,14.15,14.15,14.15,14.15,14.15,14.15,14.15,14.15,13.94,13.61,13.4,13.05,13.05,12.62,12.27,12.27,12.27,12.27,12.27,12.12,12.12,12.11,12.07,11.86,11.86,11.84,11.83,11.78,11.78,11.77,11.76,11.74,11.73
iris,PSO,SSE,3,2.11,4.15,0.87,0.25,0.75,0.79,0.77,0.77,0.7,0.28,3.12,0.22,0.7,0.88,0.63,0.07,31.62,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,22.12,21.81,21.74,17.26,17.26,17.26,16.33,16.16,15.18,15.02,15.02,13.96,13.96,13.96,13.53,11.26,11.26,11.26,10.85,10.85,8.73,7.31,6.51,6.51,6.49,6.01,5.94,4.95,4.82,4.82,4.82,4.61,4.53,4.51,4.51,4.26,4.26,4.26,4.16,4.16,4.15
iris,PSO,SSE,3,2.11,5.16,0.81,0.31,0.69,0.77,0.73,0.72,0.61,0.15,3.7,0.23,0.61,0.91,0.66,0.07,27.24,19.9,9.97,9.97,9.97,9.97,9.97,9.78,9.78,8.8,8.8,8.8,8.8,8.8,8.8,8.55,8.55,8.55,8.55,8.55,8.28,8.28,8.12,8.12,8.12,8.01,7.77,7.69,7.69,7.56,7.56,7.54,7.54,7.51,7.47,7.45,7.45,7.45,7.16,5.3,5.3,5.3,5.28,5.23,5.22,5.19,5.18,5.16,5.16,5.16
iris,PSO,SSE,3,1.99,6.61,0.67,0.42,0.58,0.95,0.72,0.72,0.56,0.24,6.06,0.23,0.56,0.89,0.38,0.09,41.22,29.99,21.68,21.68,21.68,21.68,20.06,19.84,19.84,18.94,18.94,17.65,17.65,14.6,14.6,14.6,14.41,13.93,13.93,13.93,11.48,11.04,11.04,11.04,9.88,9.14,9.14,9.14,9.05,9.05,8.26,8.03,7.82,7.35,7.18,7.18,7.17,7.17,7.12,6.95,6.95,6.66,6.66,6.61,6.61,6.61,6.61,6.61,6.61,6.61
aggregation,PSO,SSE,7,10.29,12.91,0.83,0.15,0.82,0.73,0.78,0.77,0.66,0.0,12.19,0.29,0.66,0.98,0.87,0.05,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,18.12,17.62,16.41,16.41,16.41,16.41,14.44,14.44,14.44,14.44,14.44,14.44,14.4,14.4,14.4,14.31,14.31,13.82,13.82,13.82,13.79,13.79,13.5,13.5,13.5,13.28,13.28,13.2,13.2,13.2,13.19,13.18,13.11,13.11,13.04,12.91
aggregation,PSO,SSE,7,10.48,13.67,0.87,0.14,0.83,0.76,0.79,0.79,0.65,0.05,12.17,0.29,0.65,0.98,0.84,0.05,26.56,19.97,19.97,19.73,19.73,19.73,19.73,19.73,19.25,19.25,19.25,19.25,19.25,19.25,19.25,18.25,18.25,18.25,18.25,18.25,18.25,17.87,17.87,17.87,16.77,16.77,15.37,15.37,15.37,15.37,15.37,15.37,15.37,15.23,15.07,15.06,15.06,14.91,14.82,13.92,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.73,13.68,13.67
aggregation,PSO,SSE,7,10.36,11.74,0.91,0.09,0.9,0.82,0.86,0.86,0.76,0.21,11.13,0.27,0.76,0.96,0.77,0.05,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,22.13,18.6,18.6,18.6,18.6,18.6,17.9,17.9,17.9,17.9,17.9,17.9,17.9,15.67,15.67,15.67,15.67,15.67,15.67,15.66,15.65,15.65,15.61,15.45,15.42,14.99,14.81,14.44,13.82,13.55,13.53,13.53,13.46,13.36,13.36,12.55,12.48,12.3,12.18,12.11,11.74
banknote,PSO,SSE,2,27.0,569.95,0.7,0.73,0.26,0.32,0.29,0.29,0.15,0.68,461.94,0.36,0.15,0.99,1.18,0.27,951.67,769.96,651.08,606.39,571.0,569.96,569.96,569.96,569.96,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95,569.95
banknote,PSO,SSE,2,28.23,504.41,0.62,0.95,0.04,0.04,0.04,0.04,0.05,0.38,407.57,0.34,0.05,0.99,1.23,0.25,994.09,843.85,529.43,519.93,508.41,506.45,506.45,505.7,505.7,505.7,505.54,505.54,504.53,504.53,504.53,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.42,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41
banknote,PSO,SSE,2,25.0,504.41,0.62,0.95,0.04,0.04,0.04,0.04,0.05,0.38,407.57,0.34,0.05,0.99,1.23,0.25,1017.19,676.09,631.61,562.2,562.2,544.83,520.51,508.24,506.23,506.23,504.92,504.92,504.72,504.72,504.72,504.72,504.58,504.58,504.58,504.46,504.45,504.45,504.44,504.43,504.43,504.43,504.43,504.42,504.42,504.42,504.42,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41,504.41
balance,PSO,SSE,3,8.37,139.99,0.68,0.72,0.14,0.11,0.13,0.12,0.15,0.16,139.5,0.42,0.15,0.86,1.72,0.12,186.02,165.7,165.7,165.7,162.29,162.29,154.86,150.99,150.99,145.93,145.93,145.93,145.93,145.93,145.93,145.93,145.93,145.93,145.93,145.93,144.73,144.73,144.43,144.43,144.43,144.19,144.19,142.74,142.74,142.74,142.74,142.74,142.74,142.74,142.74,142.54,142.54,142.54,142.26,142.26,142.13,142.13,140.97,140.72,140.48,140.29,140.29,140.22,140.17,139.99
balance,PSO,SSE,3,8.86,141.13,0.62,0.77,0.07,0.06,0.07,0.06,0.08,0.39,140.34,0.42,0.08,0.86,1.73,0.13,166.01,165.66,165.66,161.37,161.37,161.37,161.37,161.37,161.37,161.37,161.37,161.37,161.37,161.37,161.08,161.08,161.08,161.08,161.08,161.08,161.08,161.08,161.08,161.08,159.85,158.56,158.56,158.56,158.07,148.87,148.87,148.87,148.87,147.99,147.99,147.99,143.74,143.74,143.74,143.12,143.12,143.04,142.36,142.36,142.36,142.18,142.18,142.18,141.93,141.13
balance,PSO,SSE,3,8.5,141.09,0.65,0.73,0.12,0.1,0.11,0.11,0.13,0.23,139.08,0.42,0.13,0.86,1.7,0.12,171.31,171.31,171.31,171.31,161.79,161.79,161.15,161.15,154.43,154.43,150.01,150.01,149.57,149.57,149.57,148.56,148.56,148.56,148.56,148.56,148.56,148.56,148.56,148.56,147.21,147.21,146.99,146.81,146.52,146.52,146.51,146.51,145.69,145.69,145.69,145.65,145.1,144.88,144.88,144.73,144.64,144.29,143.76,141.85,141.85,141.71,141.69,141.5,141.09,141.09
ecoli,PSO,SSE,7,4.0,67.79,0.45,0.67,0.06,0.32,0.1,0.06,0.02,0.0,56.74,0.54,0.02,0.93,0.96,0.13,93.17,93.17,93.17,93.17,93.17,93.17,91.23,91.23,91.23,91.23,91.23,91.23,91.04,91.04,91.04,91.04,91.04,91.04,91.04,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,88.77,86.87,86.87,86.87,86.87,86.87,82.73,78.88,78.88,78.88,78.88,78.88,78.88,78.88,70.93,70.93,68.04,67.79,67.79,67.79
ecoli,PSO,SSE,7,4.09,49.15,0.61,0.52,0.27,0.49,0.35,0.33,0.34,0.0,38.74,0.43,0.34,0.94,0.83,0.12,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.92,91.21,91.21,80.41,80.41,80.41,80.41,77.94,77.94,64.33,64.33,64.33,64.33,59.22,57.11,57.11,57.11,53.29,51.27,51.27,49.15,49.15,49.15,49.15,49.15,49.15
ecoli,PSO,SSE,7,4.18,49.47,0.67,0.39,0.45,0.6,0.52,0.5,0.5,0.07,30.68,0.4,0.5,0.95,1.15,0.13,104.97,104.97,103.16,103.16,103.16,103.16,103.16,103.16,94.0,94.0,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,76.91,71.49,71.49,71.49,69.66,68.7,68.7,68.7,64.62,64.62,64.62,64.62,64.62,64.62,64.62,64.62,64.28,63.45,63.45,61.03,55.88,55.88,55.88,54.82,53.19,50.11,50.11,49.47
smiley,PSO,SSE,4,5.89,11.82,0.77,0.37,0.33,0.19,0.24,0.23,0.02,0.24,11.72,0.27,0.02,0.98,0.77,0.06,27.46,21.86,21.03,21.03,20.94,20.49,19.72,19.72,19.72,19.72,19.07,18.22,17.04,17.04,17.04,17.04,15.81,15.81,15.81,15.81,15.67,15.53,15.01,15.01,14.59,14.59,14.59,14.59,14.59,13.94,13.92,13.7,13.7,13.61,13.61,13.61,13.61,12.64,12.64,12.64,12.64,12.21,12.1,12.09,12.09,12.0,11.91,11.89,11.83,11.82
smiley,PSO,SSE,4,5.98,11.97,0.77,0.38,0.31,0.17,0.22,0.22,0.02,0.3,11.88,0.28,0.02,0.99,0.81,0.06,22.13,20.7,19.27,19.27,19.27,19.27,14.7,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.62,14.31,14.31,13.83,13.83,13.83,13.83,13.83,13.83,13.33,13.33,13.29,13.18,13.18,13.05,13.05,13.05,13.02,13.02,12.98,12.71,12.69,12.52,12.52,12.32,12.18,12.18,12.18,12.11,12.02,11.97
smiley,PSO,SSE,4,6.1,12.74,0.77,0.35,0.37,0.21,0.27,0.26,0.02,0.29,12.52,0.27,0.02,1.0,0.68,0.07,24.79,19.12,18.66,18.66,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,15.85,14.34,14.34,14.34,14.34,14.34,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.25,13.15,13.02,13.02,13.02,12.95,12.87,12.83,12.83,12.81,12.79,12.79,12.79,12.77,12.77,12.76,12.76,12.75,12.75,12.74,12.74
